_id,name,_desc,condition,coin,exp,artistid,sponsorid,num_of_action,num_of_bonus,bonus_exp,bonus_coin,fromdtm,todtm
1500436707553,แฟนหน้าจอ - คนละชั้น,ฟังกันตั้งแต่ต้นจนจบ ถึงนาทีสุดท้ายของ MV แล้วมาดูว่ามีทั้งหมดกี่ ชั้น,ฟังเพลง คนละชั้น ของเจ้านาย,100,0,,1494388191860,1,0,0,0,2017-07-21 12:00:00,2017-07-22 11:59:00
1500534981974,ฟังวนไปค่ะ :  ฟังไป เดินไป จับมือกันไป,มาฟัง 3 เพลง จากสิงโต นำโชค ชาติ สุชาติ และ KNOT อยากรู้ว่าเป็นเพลงไหนที่จะเดินจับมือกันไปฟังเลย,จะดีมั้ยถ้าฟังแล้วได้เดินจับมือใครไปด้วย,100,100,1460952715117,1494388191860,3,0,0,0,2017-07-20 12:00:00,2017-07-27 11:59:00
1500615069954,รูปใครแว๊,ง้าย ง่าย เนอะ รูปเฮียคนนี้ ว่าแต่เราก็แค่อายุ 24 Choice ให้เลือกก็เฮียเราทุกคน 555      ใครเล่นแล้วแชร์ด้วยพร้อมhashtag #FanSter #รูปใครแว๊ ได้รับ XPพิเศษอีก 100 นะจ๊ะ แจก XP พิเศษ 20 คนแรกเท่านั้น,ดูแล้วประกอบร่างกันดีๆ ว่ารูปที่เห็นคือใคร,50,0,,1494388191860,1,20,100,0,2017-07-23 12:00:00,2017-07-24 11:59:00
1498794383371,ร่วมโหวตร้านในดวงใจ,โหวตร้านในดวงใจเพียง 1 ร้าน ในงาน Cat Foodival ชอบร้านไหน? เลือกเลย! โหวดง่ายๆรับไปเลย 200 Coins! เปิดให้โหวดตั้งแต่ 11:00 - 22:00 เท่านั้น!,ชอบร้านไหน? เลือกเลย!,200,0,,1494388191860,1,0,0,0,2017-07-01 11:00:00,2017-07-01 22:00:00
1498807892460,Fanster Quiz Daily #5,ทุกวันเที่ยงตรงเข้ามาตอบคำถามกัน มีเพียงหนึ่งข้อ ตอบถูกรับเลย 50 coins 50 XPs ใครไวตอบถูกเร็ว10คนแรกรับโบนัสพิเศษ 100 coins 100 XPs ปล: ความยากจะค่อยๆเพิ่มขึ้นตามวันของสัปดาห์ :),ทุกวันเที่ยงตรงเข้ามาตอบคำถาม Fanster Quiz Daily,50,50,,1494388191860,1,10,100,100,2017-07-02 12:00:00,2017-07-03 11:59:00
1498835137497,มารู้จักกัน,แนะนำตัวเบื้องต้น สั้นๆ แค่ 5 คำถาม รับไปเลย 1000 Coin 200 xp!,เราอยากรู้จักเธอให้มากกว่าเดิมจัง มาเล่น Mission นี้กันนะ :),1000,200,,1494388191860,1,0,0,0,2017-07-01 00:00:00,2017-10-31 11:59:00
1496144767898,ชม Trailer สุดเจ๋งของ KAAN SHOW,เพียงชม คลิปตัวอย่าง ของ show สุดอลังการ KAAN SHOW รับไปเลย 50 Coins + 50 Exp,เพียงชม คลิปตัวอย่าง ของ show สุดอลังการ KAAN SHOW,50,50,1496144121013,1494778592339,1,0,0,0,2017-05-30 00:00:00,2017-06-30 23:59:00
1499166831030,Fanster Quiz Daily 8,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,Quiz เหนือเมฆ เหนือแค่ไหนต้องลอง!,50,50,,1494388191860,1,10,100,100,2017-07-05 11:59:00,2017-07-06 11:59:00
1499413027382,เป็นทุกอย่าง,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,เป็นทุกอย่างให้เธอแล้ว~ แม้ว่าเธอไม่เคยเป็นอะไรกับฉันเลย~,50,50,,1494388191860,1,10,100,100,2017-07-10 11:59:00,2017-07-11 11:59:00
1499425254262,เจอบ่อยจัง,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,ใน Quiz จะมีเจออะไรบ่อยนะ?,50,50,,1494388191860,1,10,100,100,2017-07-11 11:59:00,2017-07-12 11:59:00
1499759653359,Solo กันหน่อย,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,คนหูดี ฟังสิ...ว่าท่อนโซโล่นี้เป็นของใคร? ^^,50,50,,1494388191860,1,10,100,100,2017-07-13 11:59:00,2017-07-14 11:59:00
1500006381946,ใครมีดี มา ลองดี กับ Best,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว,50,50,,1494388191860,1,10,100,100,2017-07-15 12:00:00,2017-07-16 12:00:00
1500027714772,เช็คอินFinเฟ่อร์,กิจกรรมแถวนี้แน่นเนอะ งั้นมา Check-In กันดู ใครCheck-In ถูกที่ ได้ Coins ด้วยนะเออ,สยามดิส สยามเซ็น สยามสแควร์วัน พารากอน โอ้ย...Check-in ตรงไหนดี ไม่ลองไม่รู้ งั้นลองเล่นเลยสิจ๊ะเธอ,100,100,,1494388191860,1,0,0,0,2017-07-15 08:00:00,2017-07-15 23:59:00
1499167427742,หยุดเลยอย่าร้อง,อัพรูปจูงมือคนที่คุณรัก  share แล้วติด hashtag #FanSter รับเลย 500 coins,มาเลียนแบบ MV หยุดเลยอย่าร้อง กันเถอะ ช้าอดหมดอวด ถึง 12 กรกฎาคมเท่านั้นนะ,500,500,,1494388191860,1,0,0,0,2017-07-05 16:00:00,2017-07-12 11:59:00
1500002886304,รู้จัก De Flamingo ดีแค่ไหน,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,ถ้าคิดว่ารู้จริง ต้องพิสูจน์กันหน่อยแล้วล่ะ :),50,50,,1494388191860,1,10,100,100,2017-07-14 12:00:00,2017-07-15 12:00:00
1500006613468,เลขที่ออกคือ : Musketeers,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว,50,50,,1494388191860,1,10,100,100,2017-07-16 12:00:00,2017-07-17 12:00:00
1496754981866,Flash mission : FanSter จดหมายเด็กแมว quiz,ตอบคำถาม 5 ข้อ ถูกหมดรับไปเลย 500 Coins + 500 XP ด่วน! 200 คนเท่านั้น!!,ตอบคำถาม 5 ข้อ จากรายการจดหมายเด็กแมว,500,500,,1494388191860,1,0,0,0,2017-06-06 22:00:00,2017-06-07 00:00:00
1500374546380,รูปใครแว๊ - มาแต่หู ตา จมูก ปาก,ตอบคำถามง่ายๆ ได้ coin ด้วยนะเออ,ทุกเที่ยงวันมาเล่นกันนะ,50,0,,1494388191860,1,0,0,0,2017-07-19 12:00:00,2017-07-20 11:59:00
1500467694739,TGI Mild day,ดูเอ็มวีทั้ง 4 เพลง ของวง Mild รับเลย 100 coins,ดูเอ็มวีทั้ง 4 เพลง ของวง Mild,100,100,1461319112985,1494388191860,4,0,0,0,2017-07-20 15:00:00,2017-08-07 20:00:00
1498622917004,Fanster Quiz Daily,ทุกวันเที่ยงตรงเข้ามาตอบคำถามFanster Quiz Dailyกัน มีเพียงหนึ่งข้อ ตอบถูกรับไปเลย 50 coins 50 XPs ใครไวตอบถูกเร็ว10คนแรกรับโบนัสพิเศษ 100 coins 100 XPs ปล: ความยากจะค่อยๆเพิ่มขึ้นตามวันของสัปดาห์ :),ทุกวันเที่ยงตรงเข้ามาตอบคำถาม Fanster Quiz Daily,50,50,,1494388191860,1,10,100,100,2017-06-28 12:00:00,2017-06-29 11:59:00
1498799178498,Fanster Quiz Daily 3,ทุกวันเที่ยงตรงเข้ามาตอบคำถาม Fanster Quiz Daily,ทุกวันเที่ยงตรงเข้ามาตอบคำถามกัน มีเพียงหนึ่งข้อ ตอบถูกรับเลย 50 coins 50 XPs ใครไวตอบถูกเร็ว10คนแรกรับโบนัสพิเศษ 100 coins 100 XPs ปล: ความยากจะค่อยๆเพิ่มขึ้นตามวันของสัปดาห์ :),50,50,,1494388191860,1,10,100,100,2017-06-30 12:00:00,2017-07-01 11:59:00
1498820999543,ล่า QR code 4,เตรียมตัวให้พร้อม มองหาป้าย QR ยักษ์ที่จะปรากฎสักจุดในงาน Cat Foodival Scan ทันที รับไปเลย 500 coins,ตามหา QR Code รอบที่ 4 ให้เจอเพื่อรับ Coin,500,0,,1494388191860,1,0,0,0,2017-07-01 20:00:00,2017-07-01 20:30:00
1498820922250,ล่า QR code 3,เตรียมตัวให้พร้อม! หนึ่งทุ่มวันนี้ที่เวที FanSter มองหาป้าย QR ยักษ์ที่จะปรากฎสักจุดในงาน Cat Foodival Scan ทันที รับไปเลย 500 coins,ตามหา QR Code รอบที่ 3 ให้เจอเพื่อรับ Coin,500,0,,1494388191860,1,0,0,0,2017-07-01 19:00:00,2017-07-01 20:00:00
1499057698266,Fanster Quiz Daily 7,ทุกวันเที่ยงตรงเข้ามาตอบคำถาม Fanster Quiz Daily,ทุกวันเที่ยงตรงเข้ามาตอบคำถามกัน มีเพียงหนึ่งข้อ ตอบถูกรับเลย 50 coins 50 XPs ใครไวตอบถูกเร็ว10คนแรกรับโบนัสพิเศษ 100 coins 100 XPs ปล: ความยากจะค่อยๆเพิ่มขึ้นตามวันของสัปดาห์ :),50,50,,1494388191860,1,10,100,100,2017-07-04 11:59:00,2017-07-05 11:59:00
1499249813183,Fanster Quiz Daily 10,Quiz ได้ยินไหม?,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,50,50,,1494388191860,1,10,100,100,2017-07-07 11:59:00,2017-07-08 11:59:00
1499400057846,สโลแกน FanSter,ขอไอเดียหน่อยนะ ถ้าโดนใจทีมงานเข้าอย่างจัง ไม่แน่ อาจจะถูกใช้อย่างเป็นทางการ ใครเสนอเข้ามา รับเลย 100 coins,ใครไอเดียสร้างสรรค์ก็เสนอกันมาได้เลย ให้โอกาสเสนอถึงสิ้นเดือนกันเลยนะจ๊ะ ^^,100,0,,1494388191860,1,0,0,0,2017-07-07 17:00:00,2017-07-31 23:59:00
1499741790670,งด.....เข้าพรรษา,บอกกันหน่อยนะว่าจะงดอะไรดี ถ้าใจดีมาตอบ รับเลย 100 coins ให้โอกาสแค่ 3 วัน เท่านั้นนะจ๊ะ,FanSter ชวนคุณงด.........เข้าพรรษา,100,0,,1494388191860,1,0,0,0,2017-07-11 00:00:00,2017-07-13 17:00:00
1499766788892,คนอวดรูป ตอน ก่อนฤดูฝน,อัพรูปอารมณ์เหงาๆที่มาพร้อมฝน share แล้วติด hashtag #fanster รับเลย 150 coins,แชร์รูปอารมณ์เหงาที่มาพร้อมฝน~,150,150,,1494388191860,1,0,0,0,2017-07-12 12:00:00,2017-07-19 12:00:00
1500007207353,ดู MV ใหม่ของ Earth แล้วมาตอบ Quiz กัน,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว รับโบนัสพิเศษไปเลย 100 coins และ 100 XPs,ทุกเที่ยงวันมาเล่นกันนะ 10 คนแรกที่ตอบถูกและไว,50,50,,1494388191860,1,10,100,100,2017-07-17 12:00:00,2017-07-18 12:00:00
1500261355071,ได้ยินแล้วตอบด้วย,ทุกเที่ยงวันมาเล่นกันนะ :),ได้ยินไหมนะ? ถ้าได้ยินแล้วตอบด้วย :),50,0,,1494388191860,1,0,0,0,2017-07-18 12:00:00,2017-07-19 11:59:00
1500352983125,ได้ยินแล้วตอบด้วย,เพลงอะไรกันคะคุณ ได้ยินแล้วช่วยตอบหน่อย ถ้าฟังแล้วไม่รู้ก็บอกให้เพื่อนมาโหลดแล้วมาเล่นเกมช่วยเราตอบกันหน่อยนะ,ตั้งใจฟังดีๆอิอิ รู้มั้ยเพลงอะไรใครร้อง มันก็จะงงๆหน่อย,100,0,,1494388191860,1,0,0,0,2017-07-22 12:00:00,2017-07-23 11:59:00
1500453907591,คนอวดรูป ตอน เหงาๆ,อัพรูปอารมณ์เหงาๆ แบบใน MV เหงาๆ ของ Ink รับเลย 150 coins,เหงาๆ ก็มาถ่ายรูปแก้เหงากันเถอะ,150,150,,1494388191860,1,0,0,0,2017-07-20 12:00:00,2017-07-27 11:59:00
1500544367558,ได้ยินแล้วตอบด้วย,ตั้งใจฟังให้ดีนะ เราใบ้ไปแล้ว อิอิ,ชื่อเพลงอะไรนะ...ใบ้นิดๆเพลงนี้มีแค่พยางค์เดียว,50,0,,1494388191860,1,0,0,0,2017-07-25 12:00:00,2017-07-26 11:59:00
1498934461970,คนอวดของจากแฟน(สเตอร์),มาอวดกันว่าใครได้อะไรจากงาน #CatFoodival บ้าง :),ถ่ายรูปของรางวัลที่ได้มาจาก FanSter แล้ว share & ใส่ hashtag #FanSter รับเลย 500 coins + 500 xp   ด่วน! 500 คนเท่านั้น ช้าหมด อดได้ coin และ xp นะ :),500,500,,1494388191860,1,0,0,0,2017-07-02 08:00:00,2017-07-18 23:00:00
1500363939181,ฟังวนไปค่ะ - New New,ฟัง 4 เพลงใหม่จาก Earth MEAN Rooftop และ Tattoo colour,New แค่ไหน? ต้องเข้ามาดูแล้วล่ะ :),100,100,1498472223284,1494388191860,4,0,0,0,2017-07-18 12:00:00,2017-07-25 11:59:00
